% Model:              Untitled.mph
% Version:            COMSOL 6.0.0.405
% Date:               Sep 28 2022, 16:23
% Dimension:          1
% Nodes:              241
% Expressions:        1
% Description:        Global
% -E_time (V)             Value
-0.3                      7.843409843699792E-9
-0.295                    4.929904626283694E-9
-0.29                     6.0896454226702054E-9
-0.285                    6.556119843016909E-9
-0.27999999999999997      7.4357439472266965E-9
-0.27499999999999997      8.718558700744799E-9
-0.27                     1.0559987613902043E-8
-0.265                    1.2723539679018166E-8
-0.26                     1.528422701583504E-8
-0.255                    1.8416744407587857E-8
-0.25                     2.2223722793371317E-8
-0.245                    2.6811253861698445E-8
-0.24                     3.233929415386245E-8
-0.235                    3.9000063151413084E-8
-0.22999999999999998      4.7009588840558786E-8
-0.22499999999999998      5.6647351967074966E-8
-0.21999999999999997      6.811699834524637E-8
-0.215                    8.185906032500109E-8
-0.21                     9.827397406753095E-8
-0.20500000000000002      1.1782144551165665E-7
-0.2                      1.4103915995964912E-7
-0.195                    1.6853925463726624E-7
-0.19                     2.0101252129648454E-7
-0.185                    2.3923207876986065E-7
-0.18                     2.840547969110378E-7
-0.175                    3.3642047719829065E-7
-0.16999999999999998      3.9734831526292323E-7
-0.16499999999999998      4.679302441749354E-7
-0.16                     5.493209458303128E-7
-0.15499999999999997      6.427245247350152E-7
-0.15                     7.493780917695098E-7
-0.14500000000000002      8.705327862929865E-7
-0.13999999999999999      1.007433042002009E-6
-0.13499999999999998      1.1612951415807604E-6
-0.13                     1.333286273392015E-6
-0.12500000000000003      1.5245053721238311E-6
-0.12                     1.7359669777771588E-6
-0.11499999999999999      1.968589182150239E-6
-0.11000000000000001      2.2231864636972126E-6
-0.10499999999999998      2.500467869150768E-6
-0.1                      2.801040621810593E-6
-0.095                    3.1254188634301806E-6
-0.09                     3.474036907519818E-6
-0.08500000000000002      3.84726612640777E-6
-0.07999999999999999      4.245434430528195E-6
-0.07500000000000001      4.668847231291963E-6
-0.06999999999999998      5.117808802012228E-6
-0.065                    5.592643049310743E-6
-0.06                     6.093712859428686E-6
-0.05499999999999999      6.621437367535009E-6
-0.05000000000000002      7.176306691895939E-6
-0.044999999999999984     7.758893861288217E-6
-0.03999999999999998      8.369863829419857E-6
-0.034999999999999976     9.009979606702993E-6
-0.02999999999999997      9.680105642996879E-6
-0.025000000000000022     1.038120866539789E-5
-0.020000000000000018     1.1114356215065504E-5
-0.015000000000000013     1.1880713141196947E-5
-0.009999999999999953     1.2681536303396985E-5
-0.0050000000000000044    1.35181677114381E-5
0                         1.4392026299008788E-5
0.0050000000000000044     1.5304598489736646E-5
0.009999999999999953      1.6257287347232096E-5
0.015000000000000013      1.7252093611996935E-5
0.020000000000000018      1.8290149570575102E-5
0.024999999999999967      1.9373321139205146E-5
0.030000000000000027      2.0503351668705888E-5
0.03500000000000003       2.168179379150323E-5
0.03999999999999998       2.2910216442408754E-5
0.044999999999999984      2.4190203193943242E-5
0.04999999999999993       2.5523265294496436E-5
0.05499999999999999       2.6910813471587662E-5
0.06                      2.8354155286371022E-5
0.06500000000000006       2.985447447825127E-5
0.07                      3.141280089656661E-5
0.07500000000000001       3.302998378660851E-5
0.07999999999999996       3.470666604392031E-5
0.08499999999999996       3.644325572215174E-5
0.09000000000000002       3.823989559544176E-5
0.09499999999999997       4.0096432066617236E-5
0.09999999999999998       4.201238345390249E-5
