% Model:              Untitled.mph
% Version:            COMSOL 6.0.0.405
% Date:               Jul 7 2022, 16:27
% Dimension:          1
% Nodes:              121
% Expressions:        1
% Description:        Global
% -E_time (V)             Value
-0.3                      2.983695422520282E-8
-0.29                     6.810938157068077E-9
-0.27999999999999997      9.057910679731399E-9
-0.27                     1.1913429638376256E-8
-0.26                     1.7111960751916172E-8
-0.25                     2.5265311183423044E-8
-0.24                     3.816307880529333E-8
-0.22999999999999998      5.711177578914979E-8
-0.21999999999999997      8.427397166630447E-8
-0.21                     1.2411489958606305E-7
-0.2                      1.8259500816978617E-7
-0.19                     2.6835193788863E-7
-0.18                     3.9398462364628034E-7
-0.16999999999999998      5.777659786627665E-7
-0.16                     8.461037215673942E-7
-0.15                     1.2369759157850225E-6
-0.13999999999999999      1.804648778749088E-6
-0.13                     2.648343589845419E-6
-0.12                     3.845735704608115E-6
-0.11000000000000001      5.556450975858708E-6
-0.1                      7.983889265114582E-6
-0.09                     1.1395344264131396E-5
-0.07999999999999999      1.613003826273139E-5
-0.06999999999999998      2.259664800383222E-5
-0.06                     3.1250180695361784E-5
-0.05000000000000002      4.253494968938032E-5
-0.03999999999999998      5.678150519786185E-5
-0.02999999999999997      7.396852253233604E-5
-0.020000000000000018     9.387071389120228E-5
-0.009999999999999953     1.1556382879971472E-4
0                         1.375176267448507E-4
0.009999999999999953      1.57826521619354E-4
0.020000000000000018      1.7460983502370979E-4
0.030000000000000027      1.8648736787064737E-4
0.03999999999999998       1.9292404432011574E-4
0.04999999999999993       1.942804575237634E-4
0.06                      1.9156945101405588E-4
0.07                      1.860711938833993E-4
0.07999999999999996       1.789925937235603E-4
0.09000000000000002       1.7127575397763375E-4
0.09999999999999998       1.6355413020202052E-4
0.10999999999999999       1.5619775184146878E-4
0.12                      1.4938795890992047E-4
0.12999999999999995       1.4318656226400484E-4
0.14                      1.3758715924586692E-4
0.14999999999999997       1.3254873206774238E-4
0.16000000000000003       1.280158337863525E-4
0.16999999999999998       1.239298602274004E-4
0.18                      1.2023484608577959E-4
0.19                      1.1688008459450923E-4
0.19999999999999996       1.1382099705758441E-4
0.21000000000000002       1.1101909312473865E-4
0.22000000000000003       1.0844149790160744E-4
0.23000000000000004       1.0606030564707012E-4
0.24000000000000005       1.0385189645877264E-4
0.24999999999999994       1.017981010393265E-4
0.25999999999999995       9.988263971984314E-5
0.26999999999999996       9.808758820307902E-5
0.2800000000000001        9.639926745822826E-5
0.29                      9.480873113337612E-5
0.3                       9.330773025965237E-5
0.29                      9.16771081823648E-5
0.2800000000000001        9.019454750209777E-5
0.26999999999999996       8.880217268982516E-5
0.25999999999999995       8.745662558015027E-5
0.25000000000000006       8.615105266924576E-5
0.23999999999999994       8.488328607690611E-5
0.22999999999999993       8.364207141447198E-5
0.22000000000000003       8.241420394119859E-5
0.21000000000000002       8.118829828683364E-5
0.20000000000000012       7.995177044778986E-5
0.19                      7.868833721129605E-5
0.18                      7.737728372718365E-5
0.16999999999999993       7.599206465781692E-5
0.15999999999999998       7.449406083876164E-5
0.14999999999999997       7.284689536910854E-5
0.14                      7.097746896322517E-5
0.13000000000000006       6.880049376102109E-5
0.12                      6.620013961609445E-5
0.10999999999999999       6.302017143729394E-5
0.10000000000000003       5.905494747970407E-5
0.09000000000000008       5.404021641967076E-5
0.07999999999999996       4.7648495914246295E-5
0.07                      3.949562215192687E-5
0.06000000000000005       2.9168318463404637E-5
0.0500000000000001        1.6285094563437116E-5
0.04000000000000015       6.007145800651756E-7
0.029999999999999916      -1.784719830206261E-5
0.019999999999999907      -3.8578038684038614E-5
0.009999999999999953      -6.055486829069926E-5
0                         -8.220689159461328E-5
-0.009999999999999953     -1.0165792509870609E-4
-0.020000000000000073     -1.171406509183904E-4
-0.030000000000000027     -1.2745623368025236E-4
-0.03999999999999998      -1.3227546653916248E-4
-0.04999999999999993      -1.321395861996654E-4
-0.06000000000000005      -1.2818230913956265E-4
-0.07                     -1.2173619791658233E-4
-0.07999999999999999      -1.1400504486401889E-4
-0.08999999999999994      -1.058945397453831E-4
-0.0999999999999999       -9.79887205669724E-5
-0.11000000000000013      -9.060850511878122E-5
-0.1200000000000001       -8.38928633583213E-5
-0.13000000000000006      -7.78698257773378E-5
-0.14000000000000004      -7.250731803070445E-5
-0.15                     -6.774541140391672E-5
-0.1600000000000001       -6.351503229063248E-5
-0.17000000000000007      -5.974792631902048E-5
-0.18000000000000002      -5.638139464016001E-5
-0.19                     -5.336009188883165E-5
-0.19999999999999996      -5.0636275071533105E-5
-0.21000000000000005      -4.816930379104086E-5
-0.22000000000000003      -4.592483233179599E-5
-0.22999999999999998      -4.387392582364444E-5
-0.23999999999999994      -4.199221610329612E-5
-0.2499999999999999       -4.025914776125337E-5
-0.2600000000000001       -3.865732907915249E-5
-0.2700000000000001       -3.717198513133588E-5
-0.2800000000000001       -3.5790503840795075E-5
-0.29000000000000004      -3.450206378236573E-5
-0.3                      -3.329817973083603E-5
