% Model:              2022_CV_No_Electrochem.mph
% Version:            COMSOL 6.0.0.405
% Date:               Sep 14 2022, 13:49
% Dimension:          1
% Nodes:              241
% Expressions:        10
% Description:        Global
% -E_time (V)             Value                    Value                    Value                    Value                    Value                    Value                    Value                    Value                    Value                    Value
-0.3                      4.6230508012924465E-9    4.554045627907688E-9     4.458694266282273E-9     3.6560913933994515E-9    2.896679830526486E-9     1.0410800169972407E-9    5.749601571279934E-10    1.253126132048935E-10    6.336021218924208E-11    1.278137472651491E-11
-0.295                    8.185818206713531E-10    5.170491073531141E-10    4.923779731594399E-10    3.963625227134678E-10    4.669678625851243E-10    4.0218656129568797E-10   5.504313078361543E-10    6.701520245237841E-10    6.337548241281032E-10    2.8397009891263095E-10
-0.29                     8.180410911001108E-10    8.336906455109785E-10    8.36544345180072E-10     8.435788854207631E-10    8.41764712681863E-10     8.794627607171703E-10    8.412901790684646E-10    7.43572873001438E-10     6.678745059106793E-10    3.6486215984908583E-10
-0.285                    8.799105692053442E-10    8.951300683395581E-10    8.955125331554096E-10    8.985290494039297E-10    8.913134987206918E-10    8.608725282285096E-10    8.543578241257284E-10    7.829743609320002E-10    7.051283178115915E-10    3.828427682007435E-10
-0.27999999999999997      1.011538059795116E-9     1.0130350808371633E-9    1.0126589404659431E-9    1.0114029392477906E-9    1.00860107195824E-9      9.876935862667854E-10    9.770439468694376E-10    8.834853578913549E-10    7.882123555953091E-10    4.2081035789875897E-10
-0.27499999999999997      1.1918531296408397E-9    1.190556015173864E-9     1.190237716585821E-9     1.188137417042399E-9     1.1863363149493814E-9    1.1705636790038553E-9    1.1517804876178384E-9    1.024627906345744E-9     9.037502981007948E-10    4.703298704116938E-10
-0.27                     1.448280634221346E-9     1.4487177388166435E-9    1.448493737463609E-9     1.446314815550264E-9     1.443151695768202E-9     1.4207805064867426E-9    1.3931818837676446E-9    1.2167451439903412E-9    1.0573854281958017E-9    5.286242030422339E-10
-0.265                    1.7505866873722761E-9    1.7509249458888482E-9    1.7505458611221566E-9    1.7474442307002036E-9    1.7431309556598018E-9    1.711429497826465E-9     1.6754082932501386E-9    1.4432383077068773E-9    1.2383151852725793E-9    5.960886975313606E-10
-0.26                     2.1102409768762787E-9    2.1096663258403575E-9    2.1090911623285585E-9    2.104651823405747E-9     2.0992724908364745E-9    2.0580288488148423E-9    2.010731768748613E-9     1.7092877261319653E-9    1.4493162369122296E-9    6.735251556830005E-10
-0.255                    2.5525569797352483E-9    2.5517788469880643E-9    2.5510310442365955E-9    2.5451152206045646E-9    2.5379806944483366E-9    2.4837019273825724E-9    2.420628805298623E-9     2.0274703434215243E-9    1.6980068393688378E-9    7.617104216020539E-10
-0.25                     3.0933342666233597E-9    3.0925742372605475E-9    3.0915925589389828E-9    3.083759000061763E-9     3.074125035156296E-9     3.0016063650491877E-9    2.9178912857548304E-9    2.405962421482812E-9     1.989432313869162E-9     8.633834861539511E-10
-0.245                    3.749760894687316E-9     3.748732781653512E-9     3.74741142109368E-9      3.7369314674968844E-9    3.7240638695605757E-9    3.62745758863447E-9      3.5168302465901545E-9    2.852816947919653E-9     2.328409850968152E-9     9.77332391413881E-10
-0.24                     4.550108646735619E-9     4.546080056919299E-9     4.544305240743991E-9     4.530274321971622E-9     4.5131314047781535E-9    4.38478925913384E-9      4.238594027506693E-9     3.3792585379532887E-9    2.7215137218488658E-9    1.1045304622012975E-9
-0.235                    5.515558959343299E-9     5.516116567608323E-9     5.51374299643409E-9      5.494992500263278E-9     5.472112000095548E-9     5.301572612225832E-9     5.1084055476818275E-9    3.9984519740385715E-9    3.176352714402333E-9     1.2469665352252029E-9
-0.22999999999999998      6.692262136901087E-9     6.698903913004967E-9     6.6957231747003496E-9    6.6670352954482905E-9    6.63649465261463E-9      6.4098954984244085E-9    6.154955880425307E-9     4.724758866925889E-9     3.7010519355963432E-9    1.4061971691986216E-9
-0.22499999999999998      8.123535363156263E-9     8.123958766902592E-9     8.119720296483957E-9     8.094480389630287E-9     8.053679446655456E-9     7.752332158672737E-9     7.415812806283047E-9     5.574379176139646E-9     4.304562977851097E-9     1.5837012236798896E-9
-0.21999999999999997      9.862723213271535E-9     9.860185269766768E-9     9.854514865205207E-9     9.81337704397316E-9      9.759193711571334E-9     9.360825645942016E-9     8.919223415409995E-9     6.56582163299803E-9      4.996908405469191E-9     1.7813081320312386E-9
-0.215                    1.1975857501113837E-8    1.1971432307236231E-8    1.196384555406682E-8     1.1905718985005613E-8    1.1833493757360791E-8    1.1305241491035573E-8    1.072478162693401E-8     7.722044142771141E-9     5.789179260468147E-9     2.0011029776694717E-9
-0.21                     1.454305240386679E-8     1.4536205932838878E-8    1.4526057485504287E-8    1.4447732745189466E-8    1.435146221676873E-8     1.3651158845786068E-8    1.288885615128748E-8     9.060261344604582E-9     6.693561018866537E-9     2.2453173973866166E-9
-0.20500000000000002      1.7661571604970292E-8    1.765170815172217E-8     1.7638133753138837E-8    1.7532874893597235E-8    1.7404606773332008E-8    1.6476929013954255E-8    1.5477361578659848E-8    1.061078057865669E-8     7.724783933824406E-9     2.516383453195318E-9
-0.2                      2.1449527593966934E-8    2.1435803974615033E-8    2.141764881134173E-8     2.1276595260004935E-8    2.1105737752498475E-8    1.9877708616144793E-8    1.8569106439132244E-8    1.2403121694901127E-8    8.89423961895479E-9      2.8169959143862587E-9
-0.195                    2.6050296762480825E-8    2.603150855498153E-8     2.6007229805112006E-8    2.581857876446523E-8     2.559105979162468E-8     2.3966706682511774E-8    2.2256484937631386E-8    1.4469270558233024E-8    1.021995155751851E-8     3.150128299894356E-9
-0.19                     3.163788203889757E-8     3.1612390643336516E-8    3.157992746458173E-8     3.1327884364923946E-8    3.1025016907995814E-8    2.887831479920894E-8     2.664740912830314E-8     1.684497950138256E-8     1.1719901591313148E-8    3.5190492121704783E-9
-0.185                    3.842340473706731E-8     3.838900305581303E-8     3.83456035350608E-8      3.800911219942716E-8     3.760609289482338E-8     3.477180377345067E-8     3.186757620916837E-8     1.9569829396519556E-8    1.3413317830266037E-8    3.927356080049713E-9
-0.18                     4.6662950497256247E-8    4.661667669061001E-8     4.6558667420140554E-8    4.6109690571926004E-8    4.5573619742569144E-8    4.183547254771691E-8     3.8062912194037996E-8    2.2687476718594386E-8    1.5321332672421825E-8    4.379012842838725E-9
-0.175                    5.6667042103787073E-8    5.660493103459864E-8     5.6527410563748647E-8    5.592864196370748E-8     5.5215913280684575E-8    5.029138662759658E-8     4.540225301563225E-8     2.624597452069364E-8     1.746708542482241E-8     4.878823570627024E-9
-0.16999999999999998      6.881206078742622E-8     6.872881167559582E-8     6.862524309725492E-8     6.782707933832926E-8     6.687994415307861E-8     6.04007455942831E-8      5.4080259013373385E-8    3.029811210056574E-8     1.9875892485576613E-8    5.430799692984032E-9
-0.16499999999999998      8.355399373236352E-8     8.344252727751467E-8     8.330419737547401E-8     8.224073352497089E-8     8.09827876378574E-8      7.24699125312992E-8      6.432055035021203E-8     3.4901787736806365E-8    2.2575457866761415E-8    6.040549230489318E-9
-0.16                     1.0144494787998655E-7    1.0129581752708169E-7    1.0111111974894835E-7    9.969486302610303E-8     9.80251308983408E-8      8.685713424420016E-8     7.637904925221369E-8     4.012041984489065E-8     2.559610343801326E-8     6.713987242967513E-9
-0.15499999999999997      1.2315293708432586E-7    1.2295354787160874E-7    1.2270703326737458E-7    1.2082193774460885E-7    1.1860713808491028E-7    1.0397996563138649E-7    9.054750805292785E-8     4.602340075994995E-8     2.8971025745778893E-8    7.457542696197806E-9
-0.15                     1.494855184002215E-7     1.4921909257471143E-7    1.4889021601772074E-7    1.463825252742706E-7     1.4344698901919436E-7    1.243233907451319E-7     1.0715719464490068E-7    5.268659888862672E-8     3.2736582274331297E-8    8.27831025167658E-9
-0.14500000000000002      1.8141791854943915E-7    1.8106212898675969E-7    1.8062359663649225E-7    1.7728983586039836E-7    1.7340240965825096E-7    1.4844860611148723E-7    1.2658269950998534E-7    6.019291542437126E-8     3.693260922926923E-8     9.184109520160803E-9
-0.13999999999999999      2.2012634467000155E-7    2.1965151428495093E-7    2.1906711146984295E-7    2.14638390628999E-7      2.0949549371531316E-7    1.7700239750526124E-7    1.4924582098642754E-7    6.863290203663143E-8     4.1602773485511565E-8    1.0183557279714246E-8
-0.13499999999999998      2.670272003952848E-7     2.663939374079559E-7     2.6561568306394885E-7    2.5973725443029926E-7    2.5294106382690377E-7    2.1072699900585763E-7    1.756194780063828E-7     7.810544609609083E-8     4.679496156343057E-8     1.128614996889856E-8
-0.13                     3.2382290773716405E-7    3.2297901228183276E-7    3.219434461958064E-7     3.14148201209287E-7      3.0517872268526353E-7    2.50470272014639E-7      2.0623159228955212E-7    8.871853005067298E-8     5.256170868396304E-8     1.2502353410780281E-8
-0.12500000000000003      3.925549351933228E-7     3.9143137223177877E-7    3.900547346425847E-7     3.797290304513683E-7     3.679085800637207E-7     2.971959816928546E-7     2.4166887488617514E-7    1.0059007153474504E-7    5.896067117419004E-8     1.3843701454356477E-8
-0.12                     4.7566440641880777E-7    4.741700941580039E-7     4.7234210501553556E-7    4.586819929456404E-7     4.431303856557432E-7     3.519938787753354E-7     2.825804448676122E-7     1.1384885068786872E-7    6.605514572872759E-8     1.532290459214175E-8
-0.11499999999999999      5.760602456771786E-7     5.740753604286839E-7     5.716512512482504E-7     5.53606866581062E-7      5.331854192127442E-7     4.1608921614258574E-7    3.2968120054315086E-7    1.2863553098359526E-7    7.391463928066987E-8     1.6953969493580568E-8
-0.11000000000000001      6.971941151027394E-7     6.945615685987385E-7     6.913519704929212E-7     6.675575890166381E-7     6.407999519066254E-7     4.908512424004561E-7     3.8375485536793376E-7    1.4510377961752365E-7    8.261549349777508E-8     1.8752330541380785E-8
-0.10499999999999998      8.431402932987939E-7     8.396550077198805E-7     8.354132678124663E-7     8.04100431593247E-7      7.691283552854845E-7     5.778001201849205E-7     4.456565410484881E-7     1.6342149317151097E-7    9.224156818801093E-8     2.0734994564235968E-8
