% Model:              2022_CV_No_Electrochem.mph
% Version:            COMSOL 6.0.0.405
% Date:               Sep 14 2022, 14:01
% Dimension:          1
% Nodes:              121
% Expressions:        10
% Description:        Global
% -E_time (V)             Value                    Value                    Value                    Value                    Value                    Value                    Value                    Value                    Value                    Value
0.09000000000000002       2.0467854710308997E-5    2.051225649826816E-5     2.0567694996621744E-5    2.0989394469731556E-5    2.1428377050948354E-5    2.1644993312042392E-5    1.885927474774547E-5     7.448189949706986E-6     4.1538742834326044E-6    9.114045868060158E-7
0.09999999999999998       1.9313948025598636E-5    1.9360493321351872E-5    1.9418528123406236E-5    1.9867409599901442E-5    2.0366198965102143E-5    2.1635901782082163E-5    1.9843826018565206E-5    8.667670013766137E-6     4.93273264795849E-6      1.1019374571245837E-6
0.10999999999999999       1.8270999941383875E-5    1.8317177468007254E-5    1.8374683766311245E-5    1.8823086639482392E-5    1.9339227137027407E-5    2.132811818138934E-5     2.051447926889637E-5     1.0000271527797113E-5    5.829211298895998E-6     1.3308728420850605E-6
0.12                      1.734108443983349E-5     1.7385481917383936E-5    1.7440712018633326E-5    1.787291242517991E-5     1.8380540580420976E-5    2.07987703047356E-5      2.0858425474218953E-5    1.142483720774954E-5     6.849457031616813E-6     1.6053056341807767E-6
0.12999999999999995       1.6517166021468797E-5    1.6559064112802065E-5    1.6611136337371826E-5    1.701906946858198E-5     1.7503756736976065E-5    2.01257323243886E-5      2.0893223582304416E-5    1.2907887143316906E-5    7.994827150462007E-6     1.933342649156102E-6
0.14                      1.5788295476012668E-5    1.5827395008555903E-5    1.5875950381712638E-5    1.6256220326631656E-5    1.6710882815539595E-5    1.9376587124557172E-5    2.066200603171562E-5     1.440306461747948E-5     9.259720103315016E-6     2.3241043012421076E-6
0.14999999999999997       1.5142517384098953E-5    1.5178765006796522E-5    1.5223748464876863E-5    1.557568110428115E-5     1.599771140460895E-5     1.860318533601557E-5     2.0223859141600133E-5    1.585254143619009E-5     1.0629256000806302E-5    2.7876444288655262E-6
0.16000000000000003       1.4568358252359437E-5    1.4601838356714719E-5    1.4643363733278537E-5    1.4967792977986678E-5    1.5357181336047353E-5    1.7841135799060698E-5    1.964251925909059E-5     1.719100710078628E-5     1.207717653688245E-5     3.334745797920646E-6
0.16999999999999998       1.4055490128557554E-5    1.4086359246454452E-5    1.4124627792150355E-5    1.4423161801662882E-5    1.4781316729866738E-5    1.711228452872437E-5     1.8976716705088875E-5    1.8352379273774523E-5    1.3564535335743832E-5    3.976537031928468E-6
0.18                      1.3594942800888712E-5    1.3623390493113957E-5    1.3658642622059375E-5    1.3933231593885405E-5    1.426226235516705E-5     1.6428245209026237E-5    1.827424315517207E-5     1.927853132053342E-5     1.503990861360892E-5     4.723866319103204E-6
0.19                      1.3179085665744657E-5    1.3205311668965806E-5    1.3237798979457712E-5    1.3490487613995693E-5    1.3792780183170019E-5    1.5793731674920513E-5    1.7570008393317894E-5    1.9928342774343153E-5    1.6441861409447167E-5    5.5863624913851925E-6
0.19999999999999996       1.2801504488473882E-5    1.2825705741180644E-5    1.2855675276086963E-5    1.3088466291183024E-5    1.336644132088524E-5     1.5209170039762193E-5    1.6887016834921026E-5    2.028468541880522E-5     1.770412474985073E-5     6.571122042084987E-6
0.21000000000000002       1.2456840842701299E-5    1.2479204468219818E-5    1.2506890305155542E-5    1.2721673705846331E-5    1.2977655301998198E-5    1.4672532717879318E-5    1.6238784903995883E-5    2.0357078129003093E-5    1.876329128849401E-5     7.680991665350608E-6
0.22000000000000003       1.2140628845173385E-5    1.2161328697691677E-5    1.2186947891338375E-5    1.2385468552071309E-5    1.2621619293771658E-5    1.4180534916633992E-5    1.5632022690221418E-5    2.0178913205585016E-5    1.9567895425117866E-5    8.912482739876858E-6
0.23000000000000004       1.1849145266946868E-5    1.1868340583665046E-5    1.1892091660613643E-5    1.207593877701287E-5     1.2294233449448193E-5    1.3729373012766412E-5    1.5068942395293469E-5    1.9800013394371136E-5    2.0086823973639228E-5    1.0253468737607309E-5
0.24000000000000005       1.1579561904142289E-5    1.1597398518147699E-5    1.1619463125611335E-5    1.1789785958081507E-5    1.19920071846403E-5      1.3315157540080631E-5    1.4548992880825995E-5    1.927692325201495E-5     2.0314612229433524E-5    1.1680982286551725E-5
0.24999999999999994       1.1329149432098849E-5    1.1345765993851814E-5    1.1366316722279243E-5    1.1524476521017327E-5    1.1711968834250944E-5    1.2934152167095732E-5    1.4070056589061297E-5    1.8663883577507364E-5    2.0271757747018414E-5    1.315962801061609E-5
0.25999999999999995       1.1095429660091204E-5    1.1110940982844628E-5    1.113012060233991E-5     1.1277597719706535E-5    1.1451814610657503E-5    1.2582893691679719E-5    1.3629228180532487E-5    1.8006659244924347E-5    1.9999728317495224E-5    1.464130645884447E-5
0.26999999999999996       1.0876465519404285E-5    1.0890969021645119E-5    1.0908898584067797E-5    1.1046823354634113E-5    1.1209372907991445E-5    1.2258241298842839E-5    1.3223297864991517E-5    1.733988506846007E-5     1.9552219621784797E-5    1.6067004137475014E-5
0.2800000000000001        1.0670786650894436E-5    1.0684374140805839E-5    1.0701167740571814E-5    1.0830326693087889E-5    1.0982451799247714E-5    1.1957385200601645E-5    1.2849037951178928E-5    1.668727298809817E-5     1.8985456490168713E-5    1.7371214239654483E-5
0.29                      1.0477103203282391E-5    1.0489859781926118E-5    1.050562318034405E-5     1.0626762581010597E-5    1.0769323708239934E-5    1.1677833080504263E-5    1.250336316309829E-5     1.6063442103759917E-5    1.8350273351364868E-5    1.848900676070321E-5
0.3                       1.0294237713241952E-5    1.0306238312590882E-5    1.0321064598850264E-5    1.0434934478949354E-5    1.0568744133452614E-5    1.1417585362905623E-5    1.2183412255993666E-5    1.54762487735903E-5      1.768751197136026E-5     1.9364886024484538E-5
0.29                      1.0120312581633642E-5    1.0131106863560603E-5    1.014443168864016E-5     1.0246487558915685E-5    1.0364294472807071E-5    1.109952328294461E-5     1.1733580061228138E-5    1.4142881638254982E-5    1.5529237445049493E-5    1.5922757870667797E-5
0.2800000000000001        9.95537510448976E-6      9.9650993776928E-6       9.977093035829965E-6     1.0068684394698904E-5    1.0177131706145169E-5    1.0832180251780188E-5    1.1378219063230336E-5    1.321625343288645E-5     1.4109434250646658E-5    1.3400724323380544E-5
0.26999999999999996       9.798887580533188E-6     9.80785956696258E-6      9.818919570903397E-6     9.903233755272354E-6     1.0001702977919475E-5    1.0588825167985705E-5    1.1063671427891566E-5    1.2484267508013407E-5    1.296465451321488E-5     1.1440691681916179E-5
0.25999999999999995       9.649609419833323E-6     9.657852120370722E-6     9.668007134035724E-6     9.74527582361125E-6      9.833720394516353E-6     1.0356923255073977E-5    1.0762205059242181E-5    1.1800739731285743E-5    1.195498756794824E-5     9.845234925431645E-6
0.25000000000000006       9.506672444583596E-6     9.514109523037287E-6     9.523263987413388E-6     9.592721822303559E-6     9.672175779313082E-6     1.0132046443805186E-5    1.0471771731862885E-5    1.1152092918656142E-5    1.103618536687762E-5     8.502951953373347E-6
0.23999999999999994       9.3695058395945E-6       9.376139892498743E-6     9.384297279524607E-6     9.445980068264295E-6     9.516603717034525E-6     9.913367234587654E-6     1.018829160579989E-5     1.052726018656522E-5     1.017693806750042E-5     7.35055904382381E-6
0.22999999999999993       9.237383270030621E-6     9.243224546750474E-6     9.250398269660198E-6     9.30443420986434E-6      9.365763305919278E-6     9.698493583185772E-6     9.907045613924528E-6     9.91597280426466E-6      9.361742635095211E-6     6.3510495709011066E-6
0.22000000000000003       9.109394855595432E-6     9.114401109763857E-6     9.120539351353068E-6     9.1665477663289E-6       9.218165094490081E-6     9.484367430209797E-6     9.624360398029712E-6     9.312494898274815E-6     8.582976117255533E-6     5.479749181831775E-6
0.21000000000000002       8.984517553730562E-6     8.988618704115306E-6     8.993635433403426E-6     9.030978375298264E-6     9.072394757857034E-6     9.26842239286078E-6      9.337089039769834E-6     8.714080295730432E-6     7.8372454326823E-6       4.718806200521354E-6
0.20000000000000012       8.861503061134855E-6     8.864619585403416E-6     8.868417839091076E-6     8.896393259928822E-6     8.926839095228332E-6     9.04807333787385E-6      9.041950586047396E-6     8.119099799181765E-6     7.123805112093716E-6     4.054386887914837E-6
0.19                      8.738685923009421E-6     8.740718516863033E-6     8.74317782911231E-6      8.760926975896329E-6     8.779405344843645E-6     8.820239882273635E-6     8.735240809165863E-6     7.528261083695452E-6     6.443488606919982E-6     3.4751056654755015E-6
0.18                      8.613779560319323E-6     8.614601434492247E-6     8.615568674850221E-6     8.622011175308994E-6     8.62736947897582E-6      8.581032556724486E-6     8.414939509190802E-6     6.9436056286143034E-6    5.797939910582023E-6     2.9711755963127703E-6
0.16999999999999993       8.483589718856159E-6     8.483049296736938E-6     8.482342668935158E-6     8.476217916603441E-6     8.466790548585209E-6     8.32757171893338E-6      8.075962850771418E-6     6.3678297397574065E-6    5.189047981387865E-6     2.533944841391695E-6
0.15999999999999998       8.343121186046246E-6     8.341044381441927E-6     8.33845738717459E-6      8.318371969838468E-6     8.29389004676718E-6      8.054308277002571E-6     7.716618920677774E-6     5.804174424762324E-6     4.618528413252215E-6     2.1556413384422604E-6
0.14999999999999997       8.187142939345486E-6     8.183349538157942E-6     8.178671415781805E-6     8.143248826736896E-6     8.101240486588836E-6     7.755843393404053E-6     7.333181066408532E-6     5.256530613393064E-6     4.0876317561482E-6       1.8292320656109038E-6
0.14                      8.005238808942866E-6     7.999544282183843E-6     7.992564328811556E-6     7.940506013342073E-6     7.879891353327228E-6     7.425873123013997E-6     6.922602560913301E-6     4.727490979478593E-6     3.5969643336723597E-6    1.5483432853230387E-6
0.13000000000000006       7.783991472676103E-6     7.77624818742752E-6      7.76680752643051E-6      7.697279657866276E-6     7.617553283748723E-6     7.056890939904144E-6     6.482080283547431E-6     4.220455029603897E-6     3.146405289487592E-6     1.307210858848365E-6
0.12                      7.504096640369551E-6     7.494259377437695E-6     7.482332540308409E-6     7.395569466514379E-6     7.297367164988807E-6     6.64013206358754E-6      6.0088420204597055E-6    3.7378476181985472E-6    2.735100834067381E-6     1.1006433148675022E-6
0.10999999999999999       7.137981815928003E-6     7.1262213117089E-6       7.112055564012594E-6     7.010362176928732E-6     6.89664936892955E-6      6.165475249901397E-6     5.500132446791819E-6     3.2811899655627987E-6    2.361515091771117E-6     9.23988488231963E-7
0.10000000000000003       6.6471075638792616E-6    6.63400309945361E-6      6.618351737676538E-6     6.507738118396787E-6     6.385464949274054E-6     5.621413676744558E-6     4.9531293943591875E-6    2.851122446171901E-6     2.023517278768087E-6     7.734764097609766E-7
0.09000000000000008       5.9789374676182274E-6    5.965782631022059E-6     5.950271082403179E-6     5.842948956413452E-6     5.725441434379944E-6     4.9951652578697645E-6    4.3648251866398705E-6    2.447388448974937E-6     1.7187252658859414E-6    6.448115426401119E-7
0.07999999999999996       5.064638662874564E-6     5.053885192880309E-6     5.041536194747419E-6     4.959390365600206E-6     4.869481610917504E-6     4.2729930813402084E-6    3.731908741316049E-6     2.068779772624813E-6     1.4438215852632078E-6    5.347712239423433E-7
0.07                      3.819636208161782E-6     3.815447597317402E-6     3.811327153367199E-6     3.790021683505216E-6     3.7634754525962307E-6    3.440828187020507E-6     3.0506797206917256E-6    1.7134088915264542E-6    1.1954839897694078E-6    4.4073070613839255E-7
0.06000000000000005       2.1508905679527247E-6    2.1596310089664856E-6    2.171404877902214E-6     2.263692734540865E-6     2.351602388362674E-6     2.485297494191742E-6     2.3170377059091377E-6    1.3782864236598192E-6    9.703382855206173E-7     3.6020604335553675E-7
0.0500000000000001        -2.3525354798218654E-8   6.6799518339379116E-9    4.454885866631013E-8     3.194664482409963E-7     5.870007073017687E-7     1.395254155999027E-6     1.5265975397110179E-6    1.0598761833025639E-6    7.648042337624095E-7     2.9094156946648493E-7
0.04000000000000015       -2.737680854045805E-6    -2.6766328875344044E-6   -2.601521934537504E-6    -2.068887874340869E-6    -1.551180081603015E-6    1.6387380292727857E-7    6.749861153211312E-7     7.541283624874948E-7     5.75173156708511E-7      2.3100039385193927E-7
0.029999999999999916      -5.926593582237178E-6    -5.8278616156049026E-6   -5.707378428337001E-6    -4.860351931160863E-6    -4.035853111112341E-6    -1.20869932694097E-6     -2.41624854484413E-7     4.5642867710055434E-7    3.976972570579361E-7     1.7869582448228232E-7
0.019999999999999907      -9.38116123351688E-6     -9.245450473823949E-6    -9.080324843615375E-6    -7.916697621230125E-6    -6.771253181967917E-6    -2.7123148000650476E-6   -1.2257042868852511E-6   1.616722674067517E-7     2.2858863681691633E-7    1.325184207462609E-7
0.009999999999999953      -1.2748672320863083E-5   -1.258813573652521E-5    -1.2392641921021098E-5   -1.099585748810367E-5    -9.584560156359194E-6    -4.323754439645181E-6    -2.2772413218174332E-6   -1.3564171776462752E-7   6.399219559003675E-8     9.111018292388885E-8
0                         -1.5612825292307796E-5   -1.544963145669448E-5    -1.5250081265287663E-5   -1.3786860373614899E-5   -1.2241999535884887E-5   -6.004283153413461E-6    -3.3923355778583755E-6   -4.413511376082968E-7    -1.0003231944551827E-7   5.324244517589408E-8
-0.009999999999999953     -1.7634452927866546E-5   -1.7492773159757992E-5   -1.7318339351846194E-5   -1.598950683392639E-5    -1.4493886576426477E-5   -7.698966003741276E-6    -4.561585804751311E-6    -7.615663065561538E-7    -2.675316512173587E-7    1.778206303110843E-8
-0.020000000000000073     -1.8671461354445107E-5   -1.8567796853701E-5      -1.8439007894135233E-5   -1.740604798334703E-5    -1.613777521281827E-5    -9.337971369368507E-6    -5.770036475263812E-6    -1.1031916197797454E-6   -4.426872928688319E-7    -1.6341742902973626E-8
-0.030000000000000027     -1.8800705288238852E-5   -1.873934180301772E-5    -1.8662190095272817E-5   -1.7996255575366072E-5   -1.7072882702982487E-5   -1.0842004746280033E-5   -6.9885006775543194E-6   -1.4713307812801267E-6   -6.298383723707726E-7    -5.016559357010376E-8
-0.03999999999999998      -1.8242707126000145E-5   -1.8218063845378238E-5   -1.818632437473419E-5    -1.7867346007682453E-5   -1.7319838639788485E-5   -1.2131078821792014E-5   -8.187118953502064E-6    -1.8724324513838446E-6   -8.334870047442365E-7    -8.471917429005982E-8
-0.04999999999999993      -1.7256105395248615E-5   -1.725821693650374E-5    -1.7259910211022224E-5   -1.72127048972091E-5     -1.6998031770972415E-5   -1.31358407574295E-5     -9.323172595542783E-6    -2.3120611513976897E-6   -1.0587396498800917E-6   -1.2105307201636797E-7
-0.06000000000000005      -1.6062728595009977E-5   -1.608171034911951E-5    -1.6104662277792876E-5   -1.6240220488417882E-5   -1.6276266053115206E-5   -1.3809375121149976E-5   -1.0349115246153699E-5   -2.7945876218353903E-6   -1.309451036826462E-6    -1.6026626297186298E-7
-0.07                     -1.4819177807978593E-5   -1.4847300634935702E-5   -1.4881866144487111E-5   -1.5123410874505066E-5   -1.5322916858785437E-5   -1.413608780577998E-5    -1.1216976661608313E-5   -3.322710691437995E-6    -1.59056970235734E-6     -2.0353276733654832E-7
-0.07999999999999999      -1.3620090384294286E-5   -1.3652099118385999E-5   -1.3691669201916671E-5   -1.398356585326047E-5    -1.4274150811346956E-5   -1.4134504230512394E-5   -1.1884328508386597E-5   -3.896582295640028E-6    -1.9065659255625466E-6   -2.52127376418008E-7
-0.08999999999999994      -1.2513850822265813E-5   -1.2546511811061699E-5   -1.2586999528489306E-5   -1.2893424206903955E-5   -1.3223612456395866E-5   -1.3852650543398133E-5   -1.2321220321921993E-5   -4.512888716970699E-6    -2.2612310139563453E-6   -3.074497442968453E-7
-0.0999999999999999       -1.151899003298289E-5    -1.1550484713414413E-5   -1.1589582703674146E-5   -1.1889592258760063E-5   -1.2226684527400991E-5   -1.3357345114865262E-5   -1.251594661378288E-5    -5.164588925900154E-6    -2.6572979101813707E-6   -3.710452095207443E-7
-0.11000000000000013      -1.063683982648069E-5    -1.0666254020784578E-5   -1.0702797067070651E-5   -1.0985364202310494E-5   -1.1310560602048248E-5   -1.2720935228473564E-5   -1.2477792870364154E-5   -5.838089380449735E-6    -3.095869421106464E-6    -4.446198814593771E-7
-0.1200000000000001       -9.85994711212747E-6     -9.886908907514515E-6    -9.920418243112688E-6    -1.0180627441986053E-5   -1.0484325564324758E-5   -1.2009605335161704E-5   -1.2235591117071269E-5   -6.512381406672397E-6    -3.5756825261744387E-6   -5.300463719411061E-7
-0.13000000000000006      -9.177150301367781E-6    -9.201595362931639E-6    -9.231982144217754E-6    -9.468459941126024E-6    -9.746695718110171E-6    -1.1276091685557223E-5   -1.1832238418063191E-5   -7.166255656713141E-6    -4.092259076075949E-6    -6.293547598414927E-7
-0.14000000000000004      -8.576403857421803E-6    -8.598431403454099E-6    -8.625814419580704E-6    -8.839114472397645E-6    -9.091167380129705E-6    -1.055738734300929E-5    -1.131680309890076E-5    -7.770143335446965E-6    -4.63788408671352E-6     -7.4470210336197E-7
-0.15                     -8.046213990476115E-6    -8.066001739898738E-6    -8.09059974185256E-6     -8.282235651020735E-6    -8.509125024587645E-6    -9.876182734092555E-6    -1.0736644287999698E-5   -8.293285934356655E-6    -5.198658034136988E-6    -8.785307843224717E-7
-0.1600000000000001       -7.5762708279383346E-6   -7.594026500257165E-6    -7.6160968205589135E-6   -7.787984885343728E-6    -7.991569769071845E-6    -9.24412497615276E-6     -1.0131652126211235E-5   -8.706995961498403E-6    -5.754468428281709E-6    -1.0325970039726396E-6
-0.17000000000000007      -7.1576417682330744E-6   -7.173576585493148E-6    -7.19338158780721E-6     -7.3475325508864345E-6   -7.529994537852211E-6    -8.665326206636045E-6    -9.531548064440496E-6    -8.988599661597016E-6    -6.286214180846849E-6    -1.209013230813776E-6
-0.18000000000000002      -6.782741741521921E-6    -6.7970568385231335E-6   -6.8148466788777265E-6   -6.9532043802079694E-6   -7.116763800186106E-6    -8.139279275750002E-6    -8.955916190891731E-6    -9.125438358109223E-6    -6.767639858553276E-6    -1.4093606394300169E-6
