% Model:              Untitled.mph
% Version:            COMSOL 6.0.0.405
% Date:               Sep 30 2022, 04:34
% Dimension:          1
% Nodes:              121
% Expressions:        1
% Description:        Global
% -E_time (V)             Value
-0.3                      2.9988938206934836E-9
-0.29                     8.064659526327837E-9
-0.27999999999999997      1.0252361615261442E-8
-0.27                     1.3769973494270019E-8
-0.26                     1.9605016357707964E-8
-0.25                     2.8807822504641354E-8
-0.24                     4.327123358884588E-8
-0.22999999999999998      6.459795151272589E-8
-0.21999999999999997      9.51868177767961E-8
-0.21                     1.3992499672811883E-7
-0.2                      2.0545796012005715E-7
-0.19                     3.013828518321633E-7
-0.18                     4.416848883243724E-7
-0.16999999999999998      6.466660570320797E-7
-0.16                     9.457276867439367E-7
-0.15                     1.3813153845360883E-6
-0.13999999999999999      2.014451388205447E-6
-0.13                     2.9540289378135987E-6
-0.12                     4.296633850680931E-6
-0.11000000000000001      6.225240042531673E-6
-0.1                      8.983974793064724E-6
-0.09                     1.290371753061993E-5
-0.07999999999999999      1.8422207437016336E-5
-0.06999999999999998      2.6096285762724853E-5
-0.06                     3.65927033100586E-5
-0.05000000000000002      5.063417172152032E-5
-0.03999999999999998      6.886889584986206E-5
-0.02999999999999997      9.163496517221827E-5
-0.020000000000000018     1.1853248628821947E-4
-0.009999999999999953     1.4845983267022808E-4
0                         1.79025772308763E-4
0.009999999999999953      2.0693148185613191E-4
0.020000000000000018      2.2884367368182718E-4
0.030000000000000027      2.4247804358688922E-4
0.03999999999999998       2.4733963517698486E-4
0.04999999999999993       2.4466435684067475E-4
0.06                      2.3667144087621575E-4
0.07                      2.2567369498453934E-4
0.07999999999999996       2.1350877614764808E-4
0.09000000000000002       2.0138175767007787E-4
0.09999999999999998       1.8995948750330575E-4
0.10999999999999999       1.7953932431115024E-4
0.12                      1.701979242682257E-4
0.12999999999999995       1.6189484355994595E-4
0.14                      1.545361365826404E-4
0.14999999999999997       1.4801011540564922E-4
0.16000000000000003       1.4220584855350636E-4
0.16999999999999998       1.3702170323131444E-4
0.18                      1.323684679125146E-4
0.19                      1.2816970409807856E-4
0.19999999999999996       1.243608063477522E-4
0.21000000000000002       1.2088756306392827E-4
0.22000000000000003       1.1770462174636496E-4
0.23000000000000004       1.1477404882649936E-4
0.24000000000000005       1.1206406049839816E-4
0.24999999999999994       1.0955037124292951E-4
0.25999999999999995       1.0720947167240432E-4
0.26999999999999996       1.05019809082926E-4
0.2800000000000001        1.0296438559205709E-4
0.29                      1.010302180705477E-4
0.3                       9.920587278582005E-5
0.29                      9.746379954415414E-5
0.2800000000000001        9.581383209285574E-5
0.26999999999999996       9.425324916382341E-5
0.25999999999999995       9.276455953233765E-5
0.25000000000000006       9.133736329233618E-5
0.23999999999999994       8.99672263617895E-5
0.22999999999999993       8.864701029595619E-5
0.22000000000000003       8.736685522753755E-5
0.21000000000000002       8.611638220313E-5
0.20000000000000012       8.488358808000665E-5
0.19                      8.365265779539357E-5
0.18                      8.240231318068423E-5
0.16999999999999993       8.110077375980594E-5
0.15999999999999998       7.971619157884077E-5
0.14999999999999997       7.818605456846005E-5
0.14                      7.643219310119884E-5
0.13000000000000006       7.434437949574404E-5
0.12                      7.176766591006277E-5
0.10999999999999999       6.848812045117265E-5
0.10000000000000003       6.421583188368254E-5
0.09000000000000008       5.856900344860785E-5
0.07999999999999996       5.106614593210202E-5
0.07                      4.1139108533027645E-5
0.06000000000000005       2.8186292835308957E-5
0.0500000000000001        1.1688062489573283E-5
0.04000000000000015       -8.604230276661117E-6
0.029999999999999916      -3.242882866940464E-5
0.019999999999999907      -5.880421835456341E-5
0.009999999999999953      -8.598494545180966E-5
0                         -1.1168489040284089E-4
-0.009999999999999953     -1.335745464839223E-4
-0.020000000000000073     -1.498685990251561E-4
-0.030000000000000027     -1.59745789997797E-4
-0.03999999999999998      -1.6342562979146773E-4
-0.04999999999999993      -1.619197622614703E-4
-0.06000000000000005      -1.5662566675785092E-4
-0.07                     -1.4895057415860037E-4
-0.07999999999999999      -1.400733003192447E-4
-0.08999999999999994      -1.30854920466545E-4
-0.0999999999999999       -1.2185298477196426E-4
-0.11000000000000013      -1.1338438696062173E-4
-0.1200000000000001       -1.0559749147043848E-4
-0.13000000000000006      -9.853374502367136E-5
-0.14000000000000004      -9.217294273983712E-5
-0.15                     -8.646337546469146E-5
-0.1600000000000001       -8.134043587420402E-5
-0.17000000000000007      -7.673729810988302E-5
-0.18000000000000002      -7.259053312860444E-5
-0.19                     -6.884267637234877E-5
-0.19999999999999996      -6.54430620361079E-5
-0.21000000000000005      -6.234773081633015E-5
-0.22000000000000003      -5.951888718919823E-5
-0.22999999999999998      -5.6924179859685053E-5
-0.23999999999999994      -5.453595585687775E-5
-0.2499999999999999       -5.233056273685192E-5
-0.2600000000000001       -5.02877285938731E-5
-0.2700000000000001       -4.8390026463529186E-5
-0.2800000000000001       -4.6622419574630534E-5
-0.29000000000000004      -4.497187992689218E-5
-0.3                      -4.342707113196987E-5
