% Model:              Untitled.mph
% Version:            COMSOL 6.0.0.405
% Date:               Sep 30 2022, 09:56
% Dimension:          1
% Nodes:              121
% Expressions:        1
% Description:        Global
% -E_time (V)             Value
-0.3                      1.3358624742891898E-10
-0.29                     6.0173287500147105E-9
-0.27999999999999997      7.258574193366432E-9
-0.27                     9.451644932665217E-9
-0.26                     1.2990206694322498E-8
-0.25                     1.8112525124639785E-8
-0.24                     2.5818917525073747E-8
-0.22999999999999998      3.64484527487214E-8
-0.21999999999999997      5.1126907444732556E-8
-0.21                     7.128362692743309E-8
-0.2                      9.906155627866063E-8
-0.19                     1.3724016056256546E-7
-0.18                     1.8953653911372045E-7
-0.16999999999999998      2.609445889793732E-7
-0.16                     3.5814991155161137E-7
-0.15                     4.900783905352125E-7
-0.13999999999999999      6.686165580267007E-7
-0.13                     9.095529265418304E-7
-0.12                     1.2338034241974043E-6
-0.11000000000000001      1.668998507984982E-6
-0.1                      2.2515248730034143E-6
-0.09                     3.029128414485626E-6
-0.07999999999999999      4.064192182878229E-6
-0.06999999999999998      5.438890173105206E-6
-0.06                     7.257528970236078E-6
-0.05000000000000002      9.653392520967609E-6
-0.03999999999999998      1.2796243410276926E-5
-0.02999999999999997      1.6897634931334896E-5
-0.020000000000000018     2.221582062742392E-5
-0.009999999999999953     2.9055575621657726E-5
0                         3.7762903073655314E-5
0.009999999999999953      4.87095217199613E-5
0.020000000000000018      6.224505025515862E-5
0.030000000000000027      7.862312734060057E-5
0.03999999999999998       9.790096640843324E-5
0.04999999999999993       1.1981283329408044E-4
0.06                      1.4361320153026175E-4
0.07                      1.6798451282557368E-4
0.07999999999999996       1.9107919348568936E-4
0.09000000000000002       2.1077144466813893E-4
0.09999999999999998       2.2512624343524866E-4
0.10999999999999999       2.3295117247484285E-4
0.12                      2.3417479203390187E-4
0.12999999999999995       2.2982449951340427E-4
0.14                      2.2159790303867717E-4
0.14999999999999997       2.1127573083092196E-4
0.16000000000000003       2.0028336455261782E-4
0.16999999999999998       1.895391705429797E-4
0.18                      1.795222091465135E-4
0.19                      1.7041819157846287E-4
0.19999999999999996       1.622487401088037E-4
0.21000000000000002       1.5495634503628864E-4
0.22000000000000003       1.4845219258289476E-4
0.23000000000000004       1.426406487096262E-4
0.24000000000000005       1.3743073505131917E-4
0.24999999999999994       1.327407845092488E-4
0.25999999999999995       1.2849968799651343E-4
0.26999999999999996       1.2464654113720778E-4
0.2800000000000001        1.2112962413366365E-4
0.29                      1.1790518171573656E-4
0.3                       1.1493622476255882E-4
0.29                      1.1184522274481055E-4
0.2800000000000001        1.091150369661424E-4
0.26999999999999996       1.0658708311336337E-4
0.25999999999999995       1.041853050748468E-4
0.25000000000000006       1.0186849513307389E-4
0.23999999999999994       9.961354079892335E-5
0.22999999999999993       9.738861625431168E-5
0.22000000000000003       9.515167837664992E-5
0.21000000000000002       9.287373593993404E-5
0.20000000000000012       9.050352723262278E-5
0.19                      8.799119853376051E-5
0.18                      8.528052882424063E-5
0.16999999999999993       8.230884143230771E-5
0.15999999999999998       7.901001095058385E-5
0.14999999999999997       7.531861222277486E-5
0.14                      7.117610247656803E-5
0.13000000000000006       6.653875638525768E-5
0.12                      6.138619605103527E-5
0.10999999999999999       5.5728688209604396E-5
0.10000000000000003       4.961108120587478E-5
0.09000000000000008       4.311169708660518E-5
0.07999999999999996       3.633569477220814E-5
0.07                      2.9403963110469258E-5
0.06000000000000005       2.2439846271802387E-5
0.0500000000000001        1.5556447887893902E-5
0.04000000000000015       8.846813881636727E-6
0.029999999999999916      2.378264631342108E-6
0.019999999999999907      -3.808992657315253E-6
0.009999999999999953      -9.699708982457883E-6
0                         -1.5299066791445574E-5
-0.009999999999999953     -2.062698658882276E-5
-0.020000000000000073     -2.5712224319425374E-5
-0.030000000000000027     -3.05841791980607E-5
-0.03999999999999998      -3.5278536067407644E-5
-0.04999999999999993      -3.982209409912226E-5
-0.06000000000000005      -4.4232815614641024E-5
-0.07                     -4.85207794083407E-5
-0.07999999999999999      -5.268647295291989E-5
-0.08999999999999994      -5.6719654640752025E-5
-0.0999999999999999       -6.059983710072927E-5
-0.11000000000000013      -6.429729797290069E-5
-0.1200000000000001       -6.777432531757109E-5
-0.13000000000000006      -7.098279002434974E-5
-0.14000000000000004      -7.388494866986185E-5
-0.15                     -7.64295929589156E-5
-0.1600000000000001       -7.857085211188489E-5
-0.17000000000000007      -8.026994899545E-5
-0.18000000000000002      -8.149728238919838E-5
-0.19                     -8.223525153936144E-5
-0.19999999999999996      -8.248025391338675E-5
-0.21000000000000005      -8.224360542751177E-5
-0.22000000000000003      -8.15512839614457E-5
-0.22999999999999998      -8.044248087469056E-5
-0.23999999999999994      -7.896709954519863E-5
-0.2499999999999999       -7.71824887142999E-5
-0.2600000000000001       -7.514980772229415E-5
-0.2700000000000001       -7.293045229191657E-5
-0.2800000000000001       -7.05829148399749E-5
-0.29000000000000004      -6.816034147203133E-5
-0.3                      -6.570891474107137E-5
